Grey,Hits
0,1
1,0.0057472966967884
2,0.0077914383054399
3,0.011909346763448
4,0.013864612649984
5,0.0072878092134533
6,0.011909346763448
7,0.016116130943571
8,0.0086801955265927
9,0.014427492223381
10,0.016205006665687
11,0.0091838246185793
12,0.012294474892614
13,0.01093171382018
14,0.0073766849355686
15,0.015879129017931
16,0.017004888164724
17,0.013212857354472
18,0.015286624203829
19,0.012590727299665
20,0.0059250481410189
21,0.0077025625833246
22,0.004058657976598
23,0.0017775144423057
24,0.013834987409279
25,0.0031106502740349
26,0
27,0.0015405125166649
28,0.003436527921791
29,0.0014220115538445
30,0.0077914383054399
31,0.55799140868033
