Grey,Hits
0,1
1,0.0075700856833851
2,0.0017469428500119
3,0.013226853007233
4,0.022294318276343
5,0.015972048914395
6,0.024041261126355
7,0.018800432576319
8,0.0086515264952972
9,0.013559604026283
10,0.01613842442392
11,0.002994759171449
12,0.037933616171688
13,0.0082355877214849
14,0.00099825305714968
15,0.010814408119122
16,0.0089842775143471
17,0.0018301306047744
18,0.0086515264952972
19,0.0081523999667224
20,0
21,0.004741702021461
22,0.033108726395465
23,0.00033275101904989
24,0.0087347142500597
25,0.011479910157221
26,0.00091506530238721
27,0.011230346892934
28,0.010648032609597
29,0.013892355045333
30,0.024374012145405
31,0.025372265202555
