Grey,Hits
0,1
1,0.031055900621118
2,0.013377926421405
3,0.027711419015767
4,0.070234113712375
5,0.04921165790731
6,0.10272336359293
7,0.12326803631151
8,0.053511705685619
9,0.23889154323937
10,0.2876254180602
11,0.21500238891543
12,0.66602962255136
13,0.83516483516484
14,0.13951266125179
15,0.18633540372671
16,0.10272336359293
17,0.038222646918299
18,0.15527950310559
19,0.081700907787865
20,0
21,0.030100334448161
22,0.027233635929288
23,0.016722408026756
24,0.026278069756331
25,0.043478260869565
26,0.026755852842809
27,0.092212135690397
28,0.20783564261825
29,0.15575728619207
30,0.26469182990922
31,0.39799331103679
