Grey,Hits
0,0.49240121580547
1,0.030395136778116
2,0
3,0.054711246200608
4,0.018237082066869
5,0.030395136778116
6,0.11550151975684
7,0.1306990881459
8,0.10334346504559
9,0.25531914893617
10,0.21276595744681
11,0.20364741641337
12,0.28571428571429
13,0.34346504559271
14,0.11246200607903
15,0.34650455927052
16,0.2887537993921
17,0.13981762917933
18,0.22492401215806
19,0.2370820668693
20,0.16717325227964
21,0.31306990881459
22,0.4984802431611
23,0.19148936170213
24,0.40425531914894
25,0.48024316109423
26,0.20668693009119
27,0.34346504559271
28,0.52279635258359
29,0.23100303951368
30,0.88449848024316
31,1
