Grey,Hits
0,0.6530931871574
1,0.012529365700862
2,0
3,0.017227877838685
4,0.03054032889585
5,0.013312451057165
6,0.0203602192639
7,0.025841816758027
8,0.018010963194989
9,0.0203602192639
10,0.025058731401723
11,0.0093970242756462
12,0.022709475332812
13,0.025058731401723
14,0.0054815974941269
15,0.025058731401723
16,0.025841816758027
17,0.01018010963195
18,0.027407987470635
19,0.011746280344558
20,0.0093970242756462
21,0.017227877838685
22,0.029757243539546
23,0.0203602192639
24,0.025058731401723
25,0.024275646045419
26,0.025058731401723
27,0.032889584964762
28,0.034455755677369
29,0.033672670321065
30,0.054032889584966
31,1
