Grey,Hits
0,1
1,0.034382095361661
2,0.00032435939020435
3,0.0094064223159261
4,0.0223807979241
5,0.0051897502432696
6,0.0071359065844956
7,0.025948751216348
8,0.00097307817061304
9,0.019461563412261
10,0.0019461563412261
11,0.11449886474213
12,0.010379500486539
13,0.033733376581252
14,0.0058384690236782
15,0.0223807979241
16,0.0087577035355174
17,0.0068115471942913
18,0.016542328900422
19,0.019137204022056
20,0
21,0.029192345118391
22,0.0042166720726565
23,0.0094064223159261
24,0.016217969510217
25,0.019461563412261
26,0.0061628284138826
27,0.017839766461239
28,0.010379500486539
29,0.027570548167369
30,0.012001297437561
31,0.018488485241648
