Grey,Hits
0,1
1,0.0037069726390124
2,0.0023830538393651
3,0.0094439541041507
4,0.012003530450135
5,0.014386584289501
6,0.018623124448372
7,0.039894086496039
8,0.030803177405127
9,0.25710503089151
10,0.065136804942647
11,0.030714916151817
12,0.016328331862317
13,0.015710503089148
14,0.0026478375992946
15,0.0049426301853499
16,0.0052074139452794
17,0.00079435127978838
18,0.0015004413062669
19,0.0030008826125339
20,0
21,0.0028243601059142
22,0.0069726390114758
23,0.002912621359224
24,0.012709620476614
25,0.017034421888795
26,0.017122683142105
27,0.041924095322165
28,0.069020300088279
29,0.075463371579896
30,0.191438658429
31,0.29832303618719
