Grey,Hits
0,1
1,0.0022482807265045
2,0.00030858755069669
3,0.00096984658790389
4,0.00026450361488288
5,0
6,0.0010580144595315
7,0.00088167871627627
8,4.4083935813813E-5
9,0.0010139305237177
10,0.00070534297302101
11,0.00022041967906907
12,0.00026450361488288
13,4.4083935813813E-5
14,0.00030858755069669
15,0
16,0.0010580144595315
17,0.00013225180744144
18,0.0010580144595315
19,0.0012784341386006
20,0.00070534297302101
21,0.0017192734967387
22,0.0022041967906907
23,0.0016751895609249
24,0.0050696526185885
25,0.008023276318114
26,0.0059513313348648
27,0.017809910068781
28,0.022130135778534
29,0.018867924528312
30,0.045979545053807
31,0.098351260800619
