Grey,Hits
0,0.77101631116688
1,0.0062735257214556
2,0.0025094102885822
3,0.01129234629862
4,0.01129234629862
5,0.0012547051442911
6,0.012547051442911
7,0.013174404015057
8,0.0069008782936011
9,0.012547051442911
10,0.013174404015057
11,0.01129234629862
12,0.018193224592221
13,0.011919698870766
14,0
15,0.015683814303639
16,0.020075282308658
17,0.01129234629862
18,0.012547051442911
19,0.013801756587202
20,0.011919698870766
21,0.026976160602259
22,0.019447929736512
23,0.014429109159348
24,0.016311166875785
25,0.016311166875785
26,0.014429109159348
27,0.025094102885822
28,0.036386449184442
29,0.0043914680050189
30,0.21392722710164
31,1
