Grey,Hits
0,0.57755775577558
1,0.41584158415842
2,0.085808580858086
3,0.28052805280528
4,0.52145214521452
5,0.23432343234324
6,0.4983498349835
7,0.33993399339934
8,0.046204620462046
9,0.32673267326733
10,0.83498349834984
11,0.64026402640264
12,1
13,0.95379537953795
14,0.43564356435644
15,0.62046204620462
16,0.40594059405941
17,0.042904290429043
18,0.1947194719472
19,0.32343234323432
20,0.14191419141914
21,0.32013201320132
22,0.35643564356436
23,0.042904290429043
24,0.18481848184819
25,0.21782178217822
26,0
27,0.0066006600660064
28,0.075907590759076
29,0.042904290429043
30,0.37293729372937
31,0.36303630363036
