Grey,Hits
0,0.18614718614719
1,0.13419913419914
2,0.017316017316017
3,0.2943722943723
4,0.36796536796537
5,0.1991341991342
6,0.65800865800866
7,1
8,0.32467532467532
9,0.9047619047619
10,0.72727272727273
11,0.4025974025974
12,0.58441558441559
13,0.70995670995671
14,0.082251082251082
15,0.52813852813853
16,0.64502164502165
17,0.090909090909091
18,0.5021645021645
19,0.41991341991342
20,0.043290043290043
21,0.38095238095238
22,0.43722943722944
23,0
24,0.32034632034632
25,0.35930735930736
26,0.095238095238095
27,0.44588744588745
28,0.45887445887446
29,0.073593073593073
30,0.37229437229437
31,0.06060606060606
