Grey,Hits
0,0.20853858784894
1,0.19807060755337
2,0.099958949096885
3,0.31424466338261
4,0.55459770114945
5,0.4710591133005
6,0.90701970443351
7,1
8,0.49610016420362
9,0.69766009852219
10,0.65065681444995
11,0.34544334975371
12,0.42939244663385
13,0.43596059113303
14,0.20792282430215
15,0.46182266009854
16,0.67569786535306
17,0.36227422003286
18,0.67939244663385
19,0.8173234811166
20,0.38321018062399
21,0.5080049261084
22,0.43411330049263
23,0.11576354679804
24,0.10180623973728
25,0.0314039408867
26,0
27,0.065476190476192
28,0.096264367816095
29,0.043103448275864
30,0.14716748768473
31,0.11309523809524
