Grey,Hits
0,0.063474071975069
1,0.049872485123269
2,0.010605999271344
3,0.028498562927582
4,0.02793183014209
5,0.0014573128769786
6,0.016637655345506
7,0.022912196899164
8,0
9,0.021292960369188
10,0.02319556329191
11,0.001497793790228
12,0.023600372424404
13,0.025017204388133
14,0.013682548678299
15,0.057482896814157
16,0.079464032708585
17,0.045621989232082
18,0.093106100473636
19,0.087722139011465
20,0.050641622475009
21,0.097275634538326
22,0.10427883253047
23,0.060559446221114
24,0.12957940331136
25,0.13795895235398
26,0.094199085131374
27,0.25745860826623
28,0.2122819090799
29,0.094037161478377
30,0.68408695300168
31,1
