Grey,Hits
0,0.3315649867374
1,0.16180371352785
2,0
3,0.15649867374005
4,0.16710875331565
5,0.0079575596816977
6,0.27851458885942
7,1
8,0.52254641909814
9,0.58620689655172
10,0.58620689655172
11,0.41114058355438
12,0.58620689655172
13,0.63925729442971
14,0.3289124668435
15,0.48806366047745
16,0.59681697612732
17,0.29708222811671
18,0.58885941644562
19,0.53050397877984
20,0.17241379310345
21,0.39522546419098
22,0.3342175066313
23,0.090185676392573
24,0.26259946949602
25,0.19098143236074
26,0.063660477453581
27,0.22546419098143
28,0.29708222811671
29,0.037135278514589
30,0.3448275862069
31,0.21750663129973
