Grey,Hits
0,0.68846153846154
1,0.75384615384615
2,0.26923076923077
3,0.58076923076923
4,0.46153846153846
5,0.18076923076923
6,0.30384615384615
7,0.46153846153846
8,0.15384615384615
9,0.45384615384615
10,0.41923076923077
11,0.13846153846154
12,0.39230769230769
13,0.43846153846154
14,0.061538461538462
15,0.40384615384615
16,0.45384615384615
17,0.13461538461538
18,0.34615384615385
19,0.43461538461539
20,0
21,0.17692307692308
22,0.27692307692308
23,0
24,0.39230769230769
25,0.70384615384615
26,0.28846153846154
27,1
28,0.84230769230769
29,0.23076923076923
30,0.75
31,0.26923076923077
