Grey,Hits
0,0.10207100591716
1,0.1405325443787
2,0.014792899408284
3,0.12721893491124
4,0.11834319526627
5,0
6,0.091715976331361
7,0.32396449704142
8,0.22337278106509
9,1
10,0.73816568047337
11,0.33727810650888
12,0.43047337278107
13,0.41568047337278
14,0.1612426035503
15,0.36686390532544
16,0.25887573964497
17,0.14940828402367
18,0.43639053254438
19,0.32396449704142
20,0.13609467455621
21,0.31952662721894
22,0.28846153846154
23,0.07396449704142
24,0.17751479289941
25,0.16420118343195
26,0.042899408284024
27,0.13609467455621
28,0.11686390532544
29,0.047337278106509
30,0.20266272189349
31,0.13165680473373
