Grey,Hits
0,0.49068322981367
1,0.84782608695652
2,0.50931677018634
3,0.73291925465839
4,0.96273291925466
5,0.55900621118012
6,1
7,0.86024844720497
8,0.44099378881988
9,0.82298136645963
10,0.64906832298137
11,0.37267080745342
12,0.68944099378882
13,0.63975155279503
14,0.46894409937888
15,0.76708074534162
16,0.6583850931677
17,0.3695652173913
18,0.54968944099379
19,0.40683229813665
20,0.17080745341615
21,0.36024844720497
22,0.30124223602485
23,0.11490683229814
24,0.2111801242236
25,0.1832298136646
26,0.015527950310559
27,0.1055900621118
28,0.12111801242236
29,0
30,0.23913043478261
31,0.12422360248447
