Grey,Hits
0,0.18562874251497
1,0.19461077844311
2,0.059880239520958
3,0.42215568862276
4,0.83532934131737
5,0.64970059880239
6,1
7,0.78443113772455
8,0.47305389221557
9,0.69461077844311
10,0.62874251497006
11,0.33532934131737
12,0.55089820359282
13,0.49101796407186
14,0.33832335329341
15,0.76347305389222
16,0.70059880239521
17,0.34131736526946
18,0.60778443113773
19,0.8562874251497
20,0.41916167664671
21,0.67964071856287
22,0.67964071856287
23,0.35928143712575
24,0.51497005988024
25,0.17964071856287
26,0.01497005988024
27,0.12874251497006
28,0.11976047904192
29,0
30,0.16167664670659
31,0.044910179640719
