Grey,Hits
0,0.32758620689655
1,0.23850574712644
2,0
3,0.1551724137931
4,0.13505747126437
5,0.19827586206897
6,0.5948275862069
7,0.94827586206897
8,0.53448275862069
9,0.74712643678161
10,0.70114942528736
11,0.49137931034483
12,0.85344827586207
13,0.91091954022989
14,0.61781609195402
15,1
16,0.88218390804598
17,0.43390804597701
18,0.69540229885058
19,0.55459770114943
20,0.1867816091954
21,0.5
22,0.46551724137931
23,0.25574712643678
24,0.39942528735632
25,0.4080459770115
26,0.20402298850575
27,0.4367816091954
28,0.47126436781609
29,0.19540229885058
30,0.38218390804598
31,0.2816091954023
