Grey,Hits
0,0.0050651230101303
1,0
2,0.037626628075254
3,0.12662807525326
4,0.1548480463097
5,0.091172214182346
6,0.10347322720695
7,0.10564399421129
8,0.061505065123011
9,0.13096960926194
10,0.16497829232996
11,0.073082489146166
12,0.14399421128799
13,0.12083936324168
14,0.060781476121564
15,0.12590448625181
16,0.1027496382055
17,0.052821997105645
18,0.076700434153402
19,0.081041968162085
20,0.042691751085384
21,0.060057887120117
22,0.050651230101303
23,0.011577424023155
24,0.04124457308249
25,0.021707670043416
26,0.016642547033285
27,0.060057887120117
28,0.0643994211288
29,0.057163531114328
30,0.5918958031838
31,1
