Grey,Hits
0,0.11847389558233
1,0.13453815261044
2,0
3,0.18473895582329
4,0.24698795180723
5,0.16265060240964
6,0.43373493975904
7,0.61244979919679
8,0.45582329317269
9,0.87148594377511
10,0.95582329317269
11,1
12,0.76305220883535
13,0.56425702811245
14,0.38955823293173
15,0.75100401606426
16,0.57630522088354
17,0.33534136546185
18,0.55220883534137
19,0.55020080321286
20,0.23895582329317
21,0.5
22,0.40763052208836
23,0.23493975903615
24,0.34136546184739
25,0.32730923694779
26,0.12248995983936
27,0.30120481927711
28,0.22489959839358
29,0.16666666666667
30,0.35742971887551
31,0.33132530120482
