Grey,Hits
0,1
1,0.0042105263157894
2,0.0042105263157894
3,0
4,0.0042105263157894
5,0.0063157894736842
6,0.025263157894737
7,0.025263157894737
8,0.014736842105263
9,0.031578947368421
10,0.023157894736842
11,0.023157894736842
12,0.029473684210526
13,0.042105263157894
14,0.0063157894736842
15,0.025263157894737
16,0.04
17,0.025263157894737
18,0.031578947368421
19,0.03578947368421
20,0.025263157894737
21,0.042105263157894
22,0.027368421052631
23,0.016842105263158
24,0.027368421052631
25,0.033684210526316
26,0.052631578947368
27,0.065263157894736
28,0.044210526315789
29,0.023157894736842
30,0.40210526315789
31,0.098947368421052
