Grey,Hits
0,0.0048840048840048
1,0.0081400081400081
2,0.00081400081400081
3,0.01017501017501
4,0.019536019536019
5,0.012617012617012
6,0.015873015873016
7,0.013024013024013
8,0.0028490028490028
9,0.017501017501017
10,0.065120065120065
11,0.05006105006105
12,0.04029304029304
13,0.0044770044770044
14,0.0004070004070004
15,0
16,0.013024013024013
17,0.0089540089540089
18,0.052503052503052
19,1
20,0.077737077737077
21,0.066341066341066
22,0.042328042328042
23,0.017908017908018
24,0.015873015873016
25,0.015873015873016
26,0.0085470085470085
27,0.0089540089540089
28,0.017094017094017
29,0.017908017908018
30,0.09076109076109
31,0.053317053317053
