Grey,Hits
0,0.17344398340249
1,0.033195020746888
2,0.021576763485477
3,0.048132780082988
4,0.027385892116183
5,0.025726141078838
6,0.03402489626556
7,0.036514522821577
8,0.0099585062240665
9,0.039834024896266
10,0.036514522821577
11,0.025726141078838
12,0.039004149377594
13,0.042323651452282
14,0.012448132780083
15,0.017427385892116
16,0.031535269709544
17,0.0058091286307054
18,0.017427385892116
19,0.011618257261411
20,0.0074688796680498
21,0.010788381742739
22,0.0074688796680499
23,0
24,0.013278008298755
25,0.0058091286307054
26,0.0091286307053943
27,0.028215767634855
28,0.057261410788382
29,0.093775933609959
30,0.82904564315353
31,1
