filename,pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_sum,feature_class
add-more-3 (2).jpg,0.70433639947438,1,0.6622864651774,0.74375821287779,0.66754270696452,0.26675427069645,0.32720105124836,0.16688567674113,0.051248357424442,0.12877792378449,0.052562417871222,0.027595269382392,0.0946123521682,0.099868593955322,0.036793692509856,0.065703022339028,0.10512483574244,0.028909329829172,0.088042049934297,0.065703022339028,0,0.077529566360053,0.11957950065703,0.027595269382392,0.12483574244415,0.13929040735874,0.018396846254928,0.1419185282523,0.13403416557162,0.082785808147175,0.27201051248357,0.26412614980289,6.7858081471748,999
add-more-3 (3).jpg,0.2775,0.24,0.0375,0.2475,0.2375,0.14,0.3425,0.45,0.2975,0.6475,0.52,0.31,0.465,0.4475,0.255,0.43,0.49,0.19,0.4475,0.47,0.1875,0.43,0.3575,0.1525,0.3425,0.2575,0.12,0.2875,0.18,0,0.2525,1,10.51,999
add-more-3 (4).jpg,0.07774798927614,0.061662198391421,0.010723860589812,0.11796246648794,0.10723860589812,0.0053619302949062,0.1313672922252,0.21447721179625,0.10723860589812,0.32171581769437,0.75871313672922,0.48793565683646,0.75603217158177,0.8230563002681,0.50134048257373,1,0.65951742627346,0.2573726541555,0.56300268096515,0.44235924932976,0.20107238605898,0.38605898123324,0.41554959785523,0.26005361930295,0.61930294906166,0.45040214477212,0.27077747989276,0.39946380697051,0.29490616621984,0.024128686327078,0.20107238605898,0,10.927613941019,999
add-more-3.jpg,0.14110429447853,1,0.7239263803681,0.75153374233129,0.69018404907975,0.31288343558282,0.4478527607362,0.38343558282208,0.15644171779141,0.24233128834356,0.26073619631902,0.10429447852761,0.12269938650307,0.12269938650307,0,0.13496932515337,0.0920245398773,0.042944785276074,0.20858895705521,0.31288343558282,0.15644171779141,0.2760736196319,0.25153374233129,0.15950920245399,0.36503067484662,0.33742331288343,0.18098159509202,0.33435582822086,0.20245398773006,0.070552147239264,0.42944785276074,0.015337423312883,9.0306748466258,999
add-more-4.jpg,0.17283950617284,0.12345679012346,0.039506172839506,0.11851851851852,0.17283950617284,0,0.18765432098766,0.34814814814815,0.091358024691358,0.32098765432099,0.40987654320988,0.25925925925926,0.60987654320988,0.53333333333333,0.30617283950617,0.77037037037037,0.56296296296296,0.29135802469136,0.94074074074074,1,0.44197530864198,0.70617283950617,0.73086419753086,0.23703703703704,0.35308641975309,0.30864197530864,0.13333333333333,0.27407407407408,0.21728395061728,0.034567901234568,0.19259259259259,0.044444444444445,10.933333333333,999
add-more.jpg,0.21134020618557,0.17525773195876,0.020618556701031,0.10824742268041,0.54639175257732,0.28865979381443,0.4639175257732,0.75773195876289,0.38659793814433,1,0.95876288659794,0.37628865979381,0.5979381443299,0.64948453608247,0.32989690721649,0.79896907216495,0.71649484536082,0.24742268041237,0.52061855670103,0.48969072164948,0.21649484536082,0.64432989690722,0.55670103092783,0.25257731958763,0.64948453608247,0.64432989690722,0.28350515463917,0.5360824742268,0.34536082474227,0,0.21649484536082,0.030927835051546,14.020618556701,999
axa.png,0.14463452566096,0.004665629860031,0.0023328149300155,0.019440124416796,0.064541213063763,0.12208398133748,1,0.0069984447900466,0.0031104199066874,0.0069984447900466,0.0023328149300155,0.0023328149300155,0.0038880248833592,0.004665629860031,0.0023328149300155,0.016329704510109,0.011664074650078,0.0069984447900466,0.0062208398133747,0.004665629860031,0,0.0038880248833592,0.0077760497667184,0.0069984447900466,0.0031104199066874,0.004665629860031,0.0054432348367029,0.010108864696734,0.0062208398133747,0.0031104199066874,0.0077760497667184,0.004665629860031,1.5,999
bmbikes.jpg,0.95906432748537,0.01921470342523,0.0041771094402674,0.020050125313283,0.0075187969924812,0.0050125313283208,0.015037593984962,0.013366750208856,0.0050125313283208,0.020050125313283,0.026733500417711,0.0058479532163743,0.011695906432749,0.028404344193818,0,0.027568922305765,0.03842940685046,0.017543859649123,0.06015037593985,0.054302422723476,0.027568922305765,0.01921470342523,0.031746031746032,0.010860484544695,0.026733500417711,0.04344193817878,0.037593984962406,0.10025062656642,0.21470342522974,0.25396825396825,0.79114452798663,1,3.8964076858814,999
creative.jpg,0.024179620034542,0.015544041450777,0.018998272884283,0,0.01727115716753,0.01727115716753,0.11571675302245,0.17098445595855,0.065630397236615,0.060449050086356,0.048359240069085,0.001727115716753,0.11053540587219,0.64248704663212,0.46632124352332,0.39550949913644,0.22625215889465,0.16580310880829,0.07426597582038,0.048359240069085,0.029360967184801,0.03454231433506,0.16234887737478,0.031088082901554,0.10880829015544,0.25388601036269,0.17098445595855,0.088082901554404,0.15716753022453,0.19170984455959,1,0.32297063903282,5.2366148531952,999
front-left (2).jpg,0.0047846889952153,0.038277511961723,0.028708133971292,0.14593301435407,0.21531100478469,0.11004784688995,0.58612440191388,0.70334928229665,0.47846889952153,0.93301435406699,0.97129186602871,0.64354066985646,1,0.811004784689,0.53349282296651,0.84688995215311,0.72966507177034,0.36363636363636,0.67942583732057,0.64354066985646,0.27511961722488,0.39712918660287,0.26076555023924,0.10765550239234,0.16507177033493,0.10047846889952,0.016746411483254,0.035885167464115,0.057416267942584,0,0.057416267942584,0.10765550239234,12.047846889952,999
front-left (3).jpg,0.12009237875289,0.10854503464203,0.02540415704388,0.38799076212471,0.50577367205543,0.43418013856813,0.66974595842956,0.78521939953811,0.45958429561201,1,0.7066974595843,0.27713625866051,0.63972286374134,0.65127020785219,0.23094688221709,0.47113163972286,0.46882217090069,0.17782909930716,0.42494226327945,0.37875288683603,0.19168591224018,0.50346420323326,0.50115473441109,0.16397228637413,0.36720554272517,0.22170900692841,0.05080831408776,0.18937644341801,0.20785219399538,0.064665127020785,0.18013856812933,0,11.565819861432,999
front-left (4).jpg,0.18380062305296,0.25233644859813,0.14018691588785,0.41121495327103,0.50778816199377,0.48286604361371,0.75389408099689,0.83177570093458,0.55140186915888,1,0.98130841121495,0.56697819314642,0.89719626168224,0.8006230529595,0.37383177570093,0.65420560747664,0.57009345794393,0.31464174454829,0.46728971962617,0.3613707165109,0.13395638629284,0.31152647975078,0.29283489096573,0.084112149532711,0.3613707165109,0.29906542056075,0.087227414330218,0.3208722741433,0.3177570093458,0.13707165109034,0.34579439252337,0,13.794392523365,999
front-left.jpg,0.81375358166189,0.70200573065903,0.33810888252149,0.52722063037249,0.2406876790831,0.28939828080229,0.3810888252149,0.26934097421204,0.19484240687679,0.5243553008596,1,0.5730659025788,0.47277936962751,0.36962750716332,0,0.24641833810888,0.2406876790831,0.031518624641834,0.29226361031519,0.189111747851,0.12320916905444,0.39541547277937,0.44699140401146,0.24355300859599,0.51002865329513,0.45845272206304,0.097421203438396,0.34383954154728,0.35243553008596,0.10601719197708,0.47277936962751,0.43266475644699,11.679083094556,999
front-right (2).jpg,0.28176795580111,0.26519337016575,0,0.16298342541437,0.11878453038674,0.058011049723757,0.20441988950276,0.19889502762431,0.11325966850829,0.48895027624309,0.94475138121547,0.62983425414365,0.79558011049724,0.85911602209945,0.37292817679558,0.64917127071823,0.59944751381216,0.57734806629834,1,0.85911602209945,0.46132596685083,0.68232044198895,0.79558011049724,0.25138121546961,0.35911602209945,0.25690607734807,0.046961325966851,0.10497237569061,0.2182320441989,0.055248618784531,0.15745856353591,0.016574585635359,12.585635359116,999
front-right (3).jpg,0.10207100591716,0.1405325443787,0.014792899408284,0.12721893491124,0.11834319526627,0,0.091715976331361,0.32396449704142,0.22337278106509,1,0.73816568047337,0.33727810650888,0.43047337278107,0.41568047337278,0.1612426035503,0.36686390532544,0.25887573964497,0.14940828402367,0.43639053254438,0.32396449704142,0.13609467455621,0.31952662721894,0.28846153846154,0.07396449704142,0.17751479289941,0.16420118343195,0.042899408284024,0.13609467455621,0.11686390532544,0.047337278106509,0.20266272189349,0.13165680473373,7.5976331360947,999
front-right (4).jpg,0.3003300330033,0.27062706270627,0.069306930693069,0.39273927392739,0.51815181518152,0.22112211221122,0.63696369636964,0.91089108910891,0.56105610561056,1,0.7953795379538,0.48844884488449,0.66666666666667,0.54785478547855,0.24422442244224,0.55445544554455,0.38943894389439,0.079207920792079,0.25742574257426,0.32013201320132,0.095709570957096,0.27062706270627,0.16831683168317,0.01980198019802,0.15841584158416,0.24422442244225,0,0.27722772277228,0.25412541254126,0.049504950495049,0.34653465346535,0.12541254125413,11.234323432343,999
front-right.jpg,0.040000000000001,0.15555555555556,0.24888888888889,0.68,0.68,0.19111111111111,0.44444444444445,0.63111111111111,0.08,0.64444444444445,0.60444444444445,0.35555555555555,0.56,0.72444444444444,0.2,0.58666666666667,0.51111111111111,0.20444444444444,0.76444444444444,0.66222222222222,0.13777777777778,0.62666666666667,1,0.32888888888889,0.70666666666667,0.59555555555556,0.13777777777778,0.63111111111111,0.55555555555556,0,0.24444444444445,0.34222222222222,14.275555555556,999
goodline.gif,1,0.0084254870984724,0.0031595576619272,0.020273828330699,0.0057925223801998,0.019747235387045,0.014744602422327,0.042390731964189,0.0071090047393361,0.030542390731962,0.005002632964718,0.0097419694576087,0.0063191153238543,0.006055818852027,0.0057925223801998,0.012111637704054,0.0044760400210635,0.023170089520799,0.0092153765139542,0.013691416535018,0,0.013954713006845,0,0.024223275408108,0.016587677725118,0.034755134281199,0.36861506055818,0.011848341232227,0.017114270668772,0.011321748288572,0.022643496577145,0.015271195365981,1.7840968931016,999
hertz.png,1,0.025777777777778,0.043555555555556,0.024,0.022222222222223,0.015111111111111,0.039111111111112,0.053333333333334,0.10844444444445,0.15555555555556,0.22844444444445,0.224,0.042666666666667,0.11911111111111,0.018666666666667,0.032888888888889,0.031111111111112,0.016888888888889,0.016,0.014222222222222,0.008888888888889,0.012444444444445,0.016,0.017777777777778,0.021333333333334,0.078222222222224,0.016,0.012444444444445,0.025777777777778,0.0062222222222223,0.012444444444445,0,2.4586666666667,999
iag.1.jpg,0.45846153846154,0.0061538461538462,0,0,0.0051282051282052,0.0041025641025642,0.0071794871794873,0.02974358974359,0.0020512820512821,0.018461538461539,0.01948717948718,0.011282051282051,0.037948717948718,0.021538461538462,0.011282051282051,0.021538461538462,0.043076923076924,0.038974358974359,0.11179487179487,0.10769230769231,0.095384615384617,0.22666666666667,0.17333333333334,0.14461538461539,0.17435897435898,0.15897435897436,0.072820512820514,0.13333333333333,0.17641025641026,0.15179487179487,0.51589743589744,1,3.9794871794872,999
img_20190222_133917_1553487303.jpg,0.17026378896883,0.14028776978417,0.05515587529976,0.21702637889688,0.21462829736211,0.13429256594724,0.24700239808154,0.25299760191847,0.13549160671463,0.21462829736211,0.22302158273381,0.10071942446043,0.11270983213429,0.10791366906475,0.0083932853717027,0.050359712230216,0.083932853717027,0,0.032374100719425,0.031175059952039,7.8000156293922E-18,0.025179856115108,0.085131894484413,0.14148681055156,0.30935251798561,0.58153477218225,0.30455635491607,0.39808153477218,0.52877697841727,0.65947242206235,1,0.35491606714628,6.9208633093525,999
img_2905_1553494202.jpg,0.32758620689655,0.23850574712644,0,0.1551724137931,0.13505747126437,0.19827586206897,0.5948275862069,0.94827586206897,0.53448275862069,0.74712643678161,0.70114942528736,0.49137931034483,0.85344827586207,0.91091954022989,0.61781609195402,1,0.88218390804598,0.43390804597701,0.69540229885058,0.55459770114943,0.1867816091954,0.5,0.46551724137931,0.25574712643678,0.39942528735632,0.4080459770115,0.20402298850575,0.4367816091954,0.47126436781609,0.19540229885058,0.38218390804598,0.2816091954023,15.206896551724,999
img_6871_1553488504.jpg,0.96923076923077,1,0.2974358974359,0.66153846153846,0.72820512820513,0.43589743589744,0.51794871794872,0.77948717948718,0.25641025641026,0.91794871794872,0.6,0.33333333333333,0.77435897435897,0.66666666666667,0.2051282051282,0.5025641025641,0.75897435897436,0.2051282051282,0.52307692307692,0.51282051282051,0.15384615384615,0.75897435897436,0.75384615384615,0.18461538461538,0.58461538461539,0.82564102564103,0.46153846153846,0.36410256410256,0.31282051282051,0,0.5025641025641,0.57948717948718,17.128205128205,999
img_6872_1553488504.jpg,0.17857142857143,0.10714285714286,0.091836734693877,0.54591836734694,0.63265306122449,0.54081632653061,0.75510204081633,0.88265306122449,0.23979591836735,0.72448979591837,0.53571428571429,0.22448979591837,0.64285714285714,0.46938775510204,0.17857142857143,0.85714285714286,0.64795918367347,0.32142857142857,0.87244897959184,0.67857142857143,0.091836734693877,0.39285714285714,0.46428571428572,0.11734693877551,0.89795918367347,0.98469387755102,0.4030612244898,0.97959183673469,1,0.15816326530612,0.44387755102041,0,16.061224489796,999
img_6874_1553488505.jpg,0.17241379310345,0.25862068965517,0.26724137931034,0.45977011494253,0.38218390804598,0.22988505747126,0.58908045977012,0.81034482758621,0.54310344827586,0.62356321839081,0.38505747126437,0.24425287356322,0.48275862068966,0.57758620689655,0.24712643678161,0.5316091954023,0.51724137931035,0.27873563218391,0.9051724137931,1,0.27011494252874,0.38505747126437,0.22988505747127,0.16091954022989,0.32758620689655,0.37068965517241,0.24712643678161,0.52298850574713,0.33620689655172,0.014367816091954,0.16954022988506,0,12.540229885057,999
m_azuucrn5_1553472305.jpg,0.49068322981367,0.84782608695652,0.50931677018634,0.73291925465839,0.96273291925466,0.55900621118012,1,0.86024844720497,0.44099378881988,0.82298136645963,0.64906832298137,0.37267080745342,0.68944099378882,0.63975155279503,0.46894409937888,0.76708074534162,0.6583850931677,0.3695652173913,0.54968944099379,0.40683229813665,0.17080745341615,0.36024844720497,0.30124223602485,0.11490683229814,0.2111801242236,0.1832298136646,0.015527950310559,0.1055900621118,0.12111801242236,0,0.23913043478261,0.12422360248447,14.745341614907,999
m_azuucrn5_1553474711.jpg,0.49068322981367,0.84782608695652,0.50931677018634,0.73291925465839,0.96273291925466,0.55900621118012,1,0.86024844720497,0.44099378881988,0.82298136645963,0.64906832298137,0.37267080745342,0.68944099378882,0.63975155279503,0.46894409937888,0.76708074534162,0.6583850931677,0.3695652173913,0.54968944099379,0.40683229813665,0.17080745341615,0.36024844720497,0.30124223602485,0.11490683229814,0.2111801242236,0.1832298136646,0.015527950310559,0.1055900621118,0.12111801242236,0,0.23913043478261,0.12422360248447,14.745341614907,999
m_bnjbf_1553489703.jpg,0.056818181818183,0.13257575757576,0,0.28409090909091,0.32575757575758,0.12878787878788,0.375,0.51136363636364,0.23484848484848,1,0.98106060606061,0.40530303030303,0.68560606060606,0.61742424242424,0.20833333333333,0.54924242424242,0.40151515151515,0.21590909090909,0.49621212121212,0.41287878787879,0.087121212121212,0.53409090909091,0.35227272727273,0.060606060606061,0.33333333333333,0.21212121212121,0.0037878787878788,0.17045454545455,0.36363636363636,0.083333333333333,0.39772727272727,0.090909090909091,10.712121212121,999
m_eoaml_1553455203.jpg,0.0037735849056604,0.0069182389937107,0,0.0069182389937107,0.080503144654088,0.22138364779874,0.2937106918239,0.1251572327044,0.084905660377359,0.22012578616352,0.31320754716981,0.26037735849057,0.38867924528302,0.3496855345912,0.22201257861635,0.26918238993711,0.1440251572327,0.050314465408805,0.041509433962264,0.031446540880503,0.015723270440252,0.030817610062893,0.030817610062893,0.013836477987421,0.027044025157233,0.027044025157233,0.011320754716981,0.023270440251572,0.013207547169811,0.009433962264151,0.058490566037736,1,4.3748427672956,999
m_hedhvdwo_1553454008.jpg,0.19811320754717,0.15094339622642,0.11949685534591,0.36792452830189,0.25157232704403,0.09748427672956,0.35220125786164,0.5,0.30503144654088,0.63207547169811,0.73584905660378,0.41509433962264,0.69496855345912,0.72012578616352,0.5251572327044,0.9685534591195,1,0.40566037735849,0.67610062893082,0.66037735849057,0.19811320754717,0.44654088050315,0.31132075471698,0.19496855345912,0.38993710691824,0.27987421383648,0.16037735849057,0.25471698113208,0.28930817610063,0,0.38050314465409,0.62578616352201,13.308176100629,999
m_jopda_1553489702.jpg,0.3315649867374,0.16180371352785,0,0.15649867374005,0.16710875331565,0.0079575596816977,0.27851458885942,1,0.52254641909814,0.58620689655172,0.58620689655172,0.41114058355438,0.58620689655172,0.63925729442971,0.3289124668435,0.48806366047745,0.59681697612732,0.29708222811671,0.58885941644562,0.53050397877984,0.17241379310345,0.39522546419098,0.3342175066313,0.090185676392573,0.26259946949602,0.19098143236074,0.063660477453581,0.22546419098143,0.29708222811671,0.037135278514589,0.3448275862069,0.21750663129973,10.896551724138,999
m_o18hsktt_1553474711.jpg,0.67156862745098,0.53921568627451,0.27450980392157,0.68627450980392,0.88235294117647,0.40196078431372,0.94117647058824,0.86274509803922,0.37745098039216,0.91176470588235,0.77450980392157,0.38725490196078,1,0.81372549019608,0.19117647058823,0.76960784313726,0.56372549019608,0.063725490196078,0.5,0.65196078431373,0.1421568627451,0.32843137254902,0.34313725490196,0,0.39705882352941,0.51960784313726,0.22058823529412,0.60294117647059,0.66666666666667,0.40686274509804,0.72058823529412,0.54411764705882,17.156862745098,999
m_wtt7woat_1553474711.jpg,1,0.70495495495496,0.22972972972973,0.47522522522523,0.50450450450451,0.21171171171171,0.38963963963964,0.43018018018018,0.16666666666667,0.2454954954955,0.21396396396396,0.06981981981982,0.31531531531532,0.25,0.042792792792793,0.18468468468469,0.25225225225225,0.04954954954955,0.18018018018018,0.21846846846847,0.087837837837838,0.26126126126126,0.29279279279279,0.15765765765766,0.45495495495496,0.31756756756757,0.15765765765766,0.25225225225225,0.19144144144144,0,0.28153153153153,0.51801801801802,9.1081081081081,999
nsw-transport.jpg,0.62595419847328,0.053435114503817,0,0.062977099236641,0.1469465648855,0.047709923664122,0.080152671755725,0.061068702290076,0.017175572519084,0.043893129770992,0.07442748091603,0.034351145038168,0.097328244274809,0.087786259541985,0.032442748091603,0.080152671755725,0.064885496183206,0.028625954198473,0.072519083969466,0.07824427480916,0.061068702290076,0.1793893129771,0.25954198473282,0.11450381679389,0.1412213740458,0.10496183206107,0.08969465648855,0.18702290076336,0.35687022900763,0.40458015267175,1,0.89885496183206,5.587786259542,999
odometer (2).jpg,0.95734597156398,0.99526066350711,0.4218009478673,0.90047393364929,0.8957345971564,0.45497630331753,0.50710900473934,0.50710900473934,0.33175355450237,0.41706161137441,0.38388625592417,0.10900473933649,0.25592417061611,0.21327014218009,0.075829383886256,0.23222748815166,0.20379146919431,0,0.18483412322275,0.34123222748815,0.18483412322275,0.48815165876777,0.58293838862559,0.2085308056872,0.6303317535545,0.59715639810426,0.46919431279621,1,0.90995260663507,0.45971563981043,0.9478672985782,0.60189573459716,15.469194312796,999
odometer (3).jpg,0.36577181208054,0.37248322147651,0.090604026845637,0.45973154362416,0.27852348993289,0.016778523489933,0.22147651006712,0.27181208053691,0,0.71812080536913,1,0.52013422818792,0.36241610738255,0.31543624161074,0.10738255033557,0.31879194630873,0.3489932885906,0.12080536912752,0.33892617449665,0.42281879194631,0.073825503355705,0.5503355704698,0.4261744966443,0.17785234899329,0.38926174496644,0.43288590604027,0.20469798657718,0.53355704697987,0.54026845637584,0.22818791946309,0.46979865771812,0.1006711409396,10.778523489933,999
odometer (4).jpg,0.11847389558233,0.13453815261044,0,0.18473895582329,0.24698795180723,0.16265060240964,0.43373493975904,0.61244979919679,0.45582329317269,0.87148594377511,0.95582329317269,1,0.76305220883535,0.56425702811245,0.38955823293173,0.75100401606426,0.57630522088354,0.33534136546185,0.55220883534137,0.55020080321286,0.23895582329317,0.5,0.40763052208836,0.23493975903615,0.34136546184739,0.32730923694779,0.12248995983936,0.30120481927711,0.22489959839358,0.16666666666667,0.35742971887551,0.33132530120482,13.212851405623,999
odometer (5).jpg,0.056179775280899,0.059925093632959,0.0037453183520601,0.2434456928839,0.25093632958802,0.25842696629213,0.61423220973783,0.74531835205993,0.28838951310861,1,0.64044943820225,0.51310861423221,0.84269662921348,0.75655430711611,0.29213483146067,0.71161048689139,0.64044943820225,0.33707865168539,0.67790262172285,0.71910112359551,0.47565543071161,0.72284644194757,1,0.53558052434457,0.89513108614232,0.81647940074906,0.66292134831461,0.82397003745318,0.34082397003745,0.052434456928839,0.12734082397004,0,16.104868913858,999
odometer.jpg,0.18562874251497,0.19461077844311,0.059880239520958,0.42215568862276,0.83532934131737,0.64970059880239,1,0.78443113772455,0.47305389221557,0.69461077844311,0.62874251497006,0.33532934131737,0.55089820359282,0.49101796407186,0.33832335329341,0.76347305389222,0.70059880239521,0.34131736526946,0.60778443113773,0.8562874251497,0.41916167664671,0.67964071856287,0.67964071856287,0.35928143712575,0.51497005988024,0.17964071856287,0.01497005988024,0.12874251497006,0.11976047904192,0,0.16167664670659,0.044910179640719,14.215568862275,999
page-5-image-5.jpg,0.084931506849315,0.22328767123288,0.16027397260274,0.21643835616438,0.25068493150685,0.4013698630137,0.9,1,0.68356164383562,0.81369863013698,0.44931506849315,0.11780821917808,0.16849315068493,0.13972602739726,0.11369863013699,0.19178082191781,0.18219178082192,0.061643835616438,0.13835616438356,0.17397260273973,0.045205479452055,0.091780821917808,0.11369863013699,0.019178082191781,0.041095890410959,0.041095890410959,0.0041095890410959,0.082191780821918,0.20547945205479,0.057534246575342,0.18082191780822,0,7.3534246575342,999
page-6-image-6.jpg,0.0050651230101303,0,0.037626628075254,0.12662807525326,0.1548480463097,0.091172214182346,0.10347322720695,0.10564399421129,0.061505065123011,0.13096960926194,0.16497829232996,0.073082489146166,0.14399421128799,0.12083936324168,0.060781476121564,0.12590448625181,0.1027496382055,0.052821997105645,0.076700434153402,0.081041968162085,0.042691751085384,0.060057887120117,0.050651230101303,0.011577424023155,0.04124457308249,0.021707670043416,0.016642547033285,0.060057887120117,0.0643994211288,0.057163531114328,0.5918958031838,1,3.8379160636759,999
page-7-image-7.jpg,0,0.15601023017903,0.053708439897698,0.55242966751918,0.74168797953964,0.56265984654731,1,0.9539641943734,0.43989769820972,0.74424552429668,0.53196930946292,0.21994884910486,0.46547314578005,0.40920716112532,0.20204603580563,0.34782608695652,0.35038363171356,0.1304347826087,0.25831202046036,0.31713554987212,0.1304347826087,0.57289002557545,0.44501278772379,0.14833759590793,0.32480818414322,0.30179028132992,0.14066496163683,0.17391304347826,0.25319693094629,0.16368286445013,0.31202046035806,0.033248081841432,11.437340153453,999
